P16,Tools selection,23251,23373
P16,Adjust BASE pose,23332,23404
P16,Localisation,23373,23512
P16,Execution,23512,23800
P16,Tools selection,23800,23871
P16,Localisation,23871,24126
P16,Pick and place,24126,24221
P16,Adjust BASE pose,24250,24356
P16,Adjust BASE pose,24379,24390
P16,Adjust BASE pose,24416,24450
P16,Localisation,24221,24602
P16,Pick and place,24602,24678
P16,Adjust LEFT hand pose,25111,25186
P16,Tools selection,24678,25229
P16,Adjust RIGHT hand pose,25506,25593
P16,Localisation,25229,25695
P16,Execution,25695,25745
P16,Fail,25745,25892
P16,Pick and place,25892,26014
P16,Tools selection,27494,27543
P16,Tools selection,30188,30649
P16,Adjust RIGHT hand pose,30825,30855
P16,Localisation,30649,30949
P16,Pick and place,30949,31152
P16,Adjust RIGHT hand pose,32104,32137
P16,Adjust BASE pose,32916,32986
P16,Adjust RIGHT hand pose,33014,33047
P16,Adjust BASE pose,33145,33153
P16,Execution,31306,33891
P16,Localisation,33891,34036
P16,Adjust BASE pose,34107,34144
P16,Adjust BASE pose,34226,34241
P16,Pick and place,34036,34704
P16,Localisation,34704,34909
P16,Pick and place,34909,36163
P16,Fail,36393,36444
P16,Tools selection,36163,36448
P16,Localisation,36448,36634
P16,Execution,36634,36862
P16,Tools selection,36862,36944
P16,Localisation,36944,37234
P16,Adjust RIGHT hand pose,38135,38164
P16,Pick and place,37234,38410
P16,Tools selection,38410,38499
P16,Localisation,38499,38682
P16,Execution,38682,39046
P16,Tools selection,39046,39107
P16,Localisation,39107,39232
P16,Execution,39232,39337
P16,Tools selection,41250,41358
P16,Adjust BASE pose,41433,41499
P16,Localisation,41358,41524
P16,Adjust RIGHT hand pose,41625,41659
P16,Execution,41524,41986
P16,Adjust BASE pose,42011,42030
P16,Tools selection,41986,42073
P16,Localisation,42073,42204
P16,Execution,42204,42227
P16,Tools selection,42227,42295
P16,Localisation,42295,42414
P16,Execution,42414,42531
P16,Tools selection,42531,42600
P16,Localisation,42600,42822
P16,Pick and place,42822,42865
P16,Tools selection,42865,42977
P16,Adjust RIGHT hand pose,43059,43077
P16,Localisation,42977,43219
P16,Pick and place,43219,43305
P16,Tools selection,43305,43484
P16,Localisation,43484,43743
P16,Execution,43743,43856
P16,Pick and place,43856,43903
P16,Tools selection,44201,44299
P16,Adjust RIGHT hand pose,44334,44369
P16,Adjust BASE pose,44522,44551
P16,Localisation,44299,44605
P16,Pick and place,44605,44672
P16,Adjust BASE pose,44723,44745
P16,Adjust LEFT hand pose,44991,45001
P16,Adjust BASE pose,45189,45235
P16,Execution,44672,45327
P16,Localisation,45327,45485
P16,Adjust BASE pose,45622,45663
P16,Adjust BASE pose,45873,45904
P16,Pick and place,45485,46345
P16,Localisation,46345,46428
P16,Pick and place,46428,46539
P16,Tools selection,46539,46716
P16,Localisation,46716,46793
P16,Fail,46793,46804
P16,Tools selection,46804,46873
P16,Localisation,46873,46967
P16,Adjust RIGHT hand pose,47339,47361
P16,Execution,46967,48100
P16,Localisation,48100,48303
P16,Pick and place,48303,48459
P16,Tools selection,48459,48540
P16,Adjust RIGHT hand pose,48621,48640
P16,Localisation,48540,48716
P16,Execution,48716,48936
P16,Tools selection,48936,48988
P16,Localisation,48988,49128
P16,Execution,49128,49322
